Annotation	key	cell_class	removal_reason	num_cells_postQC	top_dissectate_postQC	max_pct_dissectate_postQC	top_replicate_postQC	max_pct_replicate_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Ex_Nxph4_Lman1l_Chrm2	300-0-0-1-0-1-0-0-1-0-0-1-0-2	neuron		36	ACA_ACA_ACA	36.11%	ACA_ACA_F019	33.33%																				Isocortex	MO|SS	Isocortex	MO		Isocortex	MO	VGLUT1
Ex_Nxph4_Kcnj5	300-0-0-1-0-1-0-0-1-0-0-1-1	neuron		298	ACA_ACA_ACA	63.09%	ACA_ACA_F019	54.70%	259	8	3	2	2	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.945255474452555	MO|SS|ACA|PL	MO	0.474903474903475	Isocortex	MO|SS	Isocortex	MO	274	Isocortex	MO	VGLUT1
Ex_Nxph4_Moxd1_Htr2c	300-0-0-1-0-1-0-0-1-0-0-2	neuron		376	AUD_AUD_AUD	60.64%	AUD_AUD_M015	38.03%	129	3	5	1	4	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.908450704225352	SS|TEa|ECT|VISC|GU	SS	0.596899224806202	Isocortex	SS	Isocortex	SS	142	Isocortex	SS	VGLUT1
	300-0-0-1-0-1-0-0-1-0-0-3	neuron	manual	0																															none
Ex_Nxph4_Sema5a	300-0-0-1-0-1-0-0-1-0-1-0	neuron		1082	MOp_M_M	16.54%	ACA_ACA_F019	10.81%	1045	21	5	4	3	0	0	1	2	0	0	0	0	Isocortex	Isocortex	0.966697502312674	SS|MO|PL|ACA|VIS|ORB|AUD	SS	0.277511961722488	Isocortex	MO|SS|VIS	Isocortex	MO	1081	Isocortex	SS	VGLUT1
Ex_Nxph4_Lman1l	300-0-0-1-0-1-0-0-1-0-1-1	neuron		580	AUD_AUD_AUD	45.52%	AUD_AUD_F022	24.48%	91	7	4	0	4	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.858490566037736	SS|MO|VIS|VISC|AUD|TEa	SS	0.428571428571429	Isocortex	SS|MO	Isocortex	SS	106	Isocortex	SS	VGLUT1
Ex_Nxph4_Ror1	300-0-0-1-0-1-0-0-1-1-0	neuron		876	ACA_ACA_ACA	23.97%	ACA_ACA_F019	20.32%	632	42	13	12	1	0	0	1	2	0	0	0	0	Isocortex	Isocortex	0.89900426742532	MO|SS|PL|ORB|ACA|AI	MO	0.318037974683544	Isocortex	ACA|MO|SS|PL	Isocortex	ACA	703	Isocortex	MO	VGLUT1
Ex_Nxph4_Olfr110_Cplx3	300-0-0-1-0-1-0-0-1-1-1-0	neuron		271	AUD_AUD_AUD	20.66%	AUD_AUD_M015	11.07%	447	5	7	4	1	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.963362068965517	SS|MO|ORB|PL|ACA|AI|RSP	SS	0.304250559284116	Isocortex	ACA|MO|SS|ORB|PL	Isocortex	ACA	464	Isocortex	SS	VGLUT1
Ex_Nxph4_Olfr110_Crhr1	300-0-0-1-0-1-0-0-1-1-1-1	neuron		101	AUD_AUD_AUD	31.68%	AUD_AUD_F022	18.81%	127	1	2	4	0	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.947761194029851	SS|MO|ORB|RSP|TEa|VIS|AUD|ACA|GU	SS	0.275590551181102	Isocortex	ACA|MO|SS|ORB|PL	Isocortex	ACA	134	Isocortex	SS	VGLUT1_VGLUT3
Ex_Nxph4_Pmfbp1	300-0-0-1-0-1-0-0-1-1-1-2	neuron		34	PALm_MSC_MSC	38.24%	PALm_MSC_F015	38.24%																				Isocortex	ACA|MO|SS|ORB|PL	Isocortex	ACA		Isocortex	ACA	VGLUT1
	300-0-0-1-0-1-0-0-2-0	neuron	manual	0																															none
	300-0-0-1-0-1-0-0-2-1-0	neuron	manual	0																															none
	300-0-0-1-0-1-0-0-2-1-1	neuron	manual	0																															none
	300-0-0-1-0-1-0-0-2-1-2	neuron	manual	0																															none
Ex_Cplx3_Samd9l	300-0-0-1-0-1-0-1-0-0-0-0-0	neuron		4935	ENT_ENT_ENT	89.95%	ENT_ENT_B_F015	23.71%	48	0	154	1	0	0	0	0	0	0	0	0	0	HPF|Isocortex	HPF	0.758620689655172	ENT|SUB	ENT	0.75974025974026	HPF|Isocortex	ENT	HPF	ENT	203	HPF	ENT	VGLUT1
Ex_Ccn2_Nmbr_1	300-0-0-1-0-1-0-1-0-0-0-0-1-0	neuron		937	ENT_ENT_ENT	99.04%	ENT_ENT_A_M017	17.40%	8	1	50	6	0	0	0	0	0	0	0	0	0	HPF|Isocortex	HPF	0.769230769230769	ENT|SUB	ENT	0.72	HPF|Isocortex		HPF		65	HPF	ENT	VGLUT1
Ex_Ccn2_Nmbr_2	300-0-0-1-0-1-0-1-0-0-0-0-1-1-0-0	neuron		279	ENT_ENT_ENT	98.21%	ENT_ENT_A_M017	22.94%	2	0	28	0	0	0	0	0	0	0	0	0	0	HPF	HPF	0.933333333333333	SUB|ENT	SUB	0.5	HPF|Isocortex		HPF		30	HPF	SUB	VGLUT1
Ex_Ccn2_Nmbr_3	300-0-0-1-0-1-0-1-0-0-0-0-1-1-0-1	neuron		41	ENT_ENT_ENT	100.00%	ENT_ENT_A_F016	43.90%																				HPF|Isocortex		HPF			HPF		VGLUT1
Ex_Ccn2_Nmbr_4	300-0-0-1-0-1-0-1-0-0-0-0-1-1-0-2	neuron		26	ENT_ENT_ENT	100.00%	ENT_ENT_A_F016	50.00%																				HPF|Isocortex		HPF			HPF		VGLUT1
Ex_Ccn2_Prph	300-0-0-1-0-1-0-1-0-0-0-0-1-1-1	neuron		376	ENT_ENT_ENT	61.17%	ENT_ENT_B_F015	26.60%	26	9	12	11	1	0	0	0	0	0	0	0	0	Isocortex|HPF|CTXsp|OLF	Isocortex	0.440677966101695	ECT|VISC|TEa|AI	ECT	0.269230769230769	HPF|Isocortex		HPF		59	Isocortex	ECT	VGLUT1
Ex_Nmbr_Cobll1	300-0-0-1-0-1-0-1-0-0-0-1	neuron		5893	ENT_ENT_ENT	84.13%	ENT_ENT_B_F015	21.42%	308	4	320	4	0	0	0	3	2	1	0	0	0	HPF|Isocortex	HPF	0.498442367601246	ENT	ENT	0.865625	HPF|Isocortex	ENT	HPF	ENT	642	HPF	ENT	VGLUT1
Ex_Nxph4_Megf6	300-0-0-1-0-1-0-1-0-0-1-0-0	neuron		2152	ENT_ENT_ENT	92.10%	ENT_ENT_B_F015	17.19%	35	13	227	19	1	0	0	0	0	0	0	0	0	HPF|Isocortex	HPF	0.769491525423729	ENT|SUB	ENT	0.52863436123348	Isocortex		Isocortex		295	HPF	ENT	VGLUT1
Ex_Nxph4_Nmbr	300-0-0-1-0-1-0-1-0-0-1-0-1	neuron		1061	ENT_ENT_ENT	93.03%	ENT_ENT_A_F016	22.71%	244	515	24	871	68	0	2	7	2	0	0	0	0	CTXsp|OLF|Isocortex	CTXsp	0.502596653202539	EP	EP	0.911595866819748	HPF|Isocortex		HPF		1733	CTXsp	EP	VGLUT1
	300-0-0-1-0-1-0-1-0-0-1-1-0-0-0-0	neuron	manual	0																															none
	300-0-0-1-0-1-0-1-0-0-1-1-0-0-0-1	neuron	manual	0																															none
	300-0-0-1-0-1-0-1-0-0-1-1-0-0-1	neuron	manual	0																															none
	300-0-0-1-0-1-0-1-0-0-1-1-0-1	neuron	manual	0																															none
	300-0-0-1-0-1-0-1-0-0-1-1-1	neuron	manual	0																															none
Ex_Fezf2_Slc9a4	300-0-0-1-0-1-0-1-0-1-0-0	neuron		2807	ENT_ENT_ENT	89.49%	ENT_ENT_A_F016	19.99%	547	73	91	58	3	1	1	1	0	0	0	2	0	Isocortex|HPF|OLF	Isocortex	0.703989703989704	PL|ILA|ORB|ACA|AI|MO	PL	0.237659963436929	Isocortex		Isocortex		777	Isocortex	PL	VGLUT1
Ex_Fezf2_Slc9a4_Fos	300-0-0-1-0-1-0-1-0-1-0-1	neuron		353	ENT_ENT_ENT	87.25%	ENT_ENT_A_F016	16.43%	65	2	17	2	0	0	0	0	0	0	0	0	0	Isocortex|HPF	Isocortex	0.755813953488372	PL|ORB|ACA|AUD|VIS|AI|TEa|MO|GU	PL	0.353846153846154	Isocortex		Isocortex		86	Isocortex	PL	VGLUT1
	300-0-0-1-0-1-0-1-0-1-1-0-0-0-0	neuron	manual	0																															none
SMALL	300-0-0-1-0-1-0-1-0-1-1-0-0-0-1	neuron	manual	0																															none
SMALL	300-0-0-1-0-1-0-1-0-1-1-0-0-1	neuron	manual	0																															none
	300-0-0-1-0-1-0-1-0-1-1-0-1	neuron	manual	0																															none
SMALL	300-0-0-1-0-1-0-1-0-1-1-0-2	neuron	manual	0																															none
Ex_Rorb_Cobll1	300-0-0-1-0-1-0-1-0-1-1-1	neuron		54	ENT_ENT_ENT	94.44%	ENT_ENT_A_M015	59.26%																				Isocortex		Isocortex			Isocortex		VGLUT1
Ex_Fezf2_Kl_1	300-0-0-1-0-1-0-1-1-0-0	neuron		1184	ENT_ENT_ENT	76.77%	ENT_ENT_B_M017	17.82%	177	74	41	14	2	0	0	3	1	0	0	0	3	Isocortex|OLF|HPF	Isocortex	0.561904761904762	ILA|PL|ORB|AI|ACA|MO|SS	ILA	0.225988700564972	HPF|Isocortex		HPF		315	Isocortex	ILA	VGLUT1
Ex_Fezf2_Kl_2	300-0-0-1-0-1-0-1-1-0-1-0	neuron		281	ENT_ENT_ENT	87.54%	ENT_ENT_A_F015	20.28%	27	4	6	1	0	0	0	0	0	0	0	0	0	Isocortex|HPF	Isocortex	0.710526315789474	ACA|MO|RSP|SS	ACA	0.296296296296296	HPF|Isocortex		HPF		38	Isocortex	ACA	VGLUT1
Ex_Fezf2_Abca12	300-0-0-1-0-1-0-1-1-0-1-1	neuron		203	HPF_CA1_CA1	28.57%	HPF_CA1_M017	27.59%	272	1	483	18	6	0	0	0	0	0	0	0	1	HPF|Isocortex	HPF	0.618437900128041	CA1|SUB|ProS	CA1	0.476190476190476	Isocortex|HPF		Isocortex		781	HPF	CA1	VGLUT1_VGLUT2
	300-0-0-1-0-1-0-1-1-0-2	neuron	manual	0																															none
Ex_Fezf2_Pirt_Stum	300-0-0-1-0-1-0-1-1-1-0-0-0	neuron		563	ENT_ENT_ENT	43.16%	ENT_ENT_B_F015	11.90%	399	22	1562	17	5	0	1	4	5	2	0	1	6	HPF|Isocortex	HPF	0.771739130434783	SUB|POST|CA1|ProS	SUB	0.65685019206146	HPF|Isocortex		HPF		2024	HPF	SUB	VGLUT1_VGLUT2
Ex_Fezf2_Pirt_Cadps2	300-0-0-1-0-1-0-1-1-1-0-0-1	neuron		217	MB_L3_L3	32.26%	MB_L3_M011	12.44%	68	6	13	3	0	0	1	1	7	3	0	0	1	Isocortex|HPF|MB	Isocortex	0.660194174757282	MO|SS|VIS|ACA|PL|ORB	MO	0.294117647058824	HPF|Isocortex		HPF		103	Isocortex	MO	VGLUT1_VGLUT2
Ex_Rorb_Pirt_Fn1	300-0-0-1-0-1-0-1-1-1-0-1	neuron		169	ENT_ENT_ENT	96.45%	ENT_ENT_A_M015	34.32%	48	2	10	0	0	0	0	0	0	0	0	0	0	Isocortex|HPF	Isocortex	0.8	MO|ACA|ORB|PL|RSP|GU|SS	MO	0.25	HPF|Isocortex		HPF		60	Isocortex	MO	VGLUT1_VGLUT2
Ex_Fezf2_Pirt_Gli2	300-0-0-1-0-1-0-1-1-1-1-0-0	neuron		134	ENT_ENT_ENT	86.57%	ENT_ENT_A_F016	26.87%	3	0	7	0	0	0	0	0	0	0	0	0	0	HPF|Isocortex	HPF	0.7	SUB|ENT	SUB	0.428571428571429	HPF|Isocortex		HPF		10	HPF	SUB	VGLUT1_VGLUT2
REMOVE	300-0-0-1-0-1-0-1-1-1-1-0-1	neuron	manual	0																															none
Ex_Vwc2l_Gli2	300-0-0-1-0-1-0-1-1-1-1-1	neuron		115	ENT_ENT_ENT	90.43%	ENT_ENT_A_M015	18.26%	0	0	2	0	0	0	0	0	0	0	0	0	0	HPF	HPF	1	SUB|PRE	SUB	0.5	HPF|Isocortex		HPF		2	HPF	SUB	VGLUT1_VGLUT2
Ex_Fezf2_Tmem255b_1	300-0-0-1-0-1-0-1-2-0	neuron		327	MB_L3_L3	37.31%	MB_L2_M013	17.74%	557	29	85	12	4	0	3	7	56	21	0	1	7	Isocortex|HPF|MB	Isocortex	0.71227621483376	MO|SS|ACA|ORB|VIS|RSP|PL	MO	0.215439856373429	Isocortex|HPF	ACA|ORB|SS	Isocortex	ACA	782	Isocortex	MO	VGLUT1_VGLUT2
Ex_Fezf2_Tmem255b_2	300-0-0-1-0-1-0-1-2-1	neuron		109	ENT_ENT_ENT	68.81%	ENT_ENT_A_F016	26.61%	51	2	42	0	0	0	0	0	0	0	0	0	0	Isocortex|HPF	Isocortex	0.536842105263158	ORB|PL|VIS|ACA|SS|RSP|AI	ORB	0.215686274509804	Isocortex|HPF		Isocortex		95	Isocortex	ORB	VGLUT1
Ex_Fezf2_Tmem255b_3	300-0-0-1-0-1-0-1-2-2	neuron		66	MB_L3_L3	50.00%	MB_L3_F012	28.79%																				Isocortex|HPF	ACA|PL|RSP	Isocortex	ACA		Isocortex	ACA	VGLUT1
Ex_Fezf2_Myzap	300-0-0-1-0-1-0-2-0-0	neuron		4383	ACA_ACA_ACA	28.27%	ACA_ACA_F019	16.18%	1039	104	0	6	1	3	6	7	1	0	0	0	0	Isocortex	Isocortex	0.89031705227078	MO|ACA|ORB|SS|PL|RSP|ILA	MO	0.256015399422522	Isocortex	MO|ORB|SS|ACA	Isocortex	MO	1167	Isocortex	MO	VGLUT1_VGLUT2
REMOVE	300-0-0-1-0-1-0-2-0-1-0-0-0	neuron	manual	0																															none
Ex_Fezf2_Pvalb_Pirt	300-0-0-1-0-1-0-2-0-1-0-0-1-0	neuron		250	RSP_M_M	47.20%	RSP_P_B_F017	40.80%	79	1	3	0	0	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.951807228915663	RSP|SS|MO|ACA	RSP	0.392405063291139	Isocortex	ACA|MO|SS	Isocortex	ACA	83	Isocortex	RSP	VGLUT1_VGLUT2
Ex_Fezf2_Pvalb_Chn2	300-0-0-1-0-1-0-2-0-1-0-0-1-1	neuron		120	RSP_M_M	40.83%	RSP_P_B_F017	30.00%	251	15	5	1	1	0	0	0	0	0	0	0	1	Isocortex	Isocortex	0.916058394160584	MO|SS|ORB|ACA|RSP|PL	MO	0.294820717131474	Isocortex	ACA|MO|RSP|SS	Isocortex	ACA	274	Isocortex	MO	VGLUT1_VGLUT2
REMOVE	300-0-0-1-0-1-0-2-0-1-0-1	neuron	manual	0																															none
REMOVE	300-0-0-1-0-1-0-2-0-1-0-2	neuron	manual	0																															none
REMOVE	300-0-0-1-0-1-0-2-0-1-0-3	neuron	manual	0																															none
Ex_Fezf2_Hmga2_Cdh6	300-0-0-1-0-1-0-2-0-1-1-0	neuron		240	ACA_ACA_ACA	27.08%	ACA_ACA_M016	23.75%	342	5	4	2	2	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.963380281690141	RSP|ACA|MO|ORB|VIS	RSP	0.362573099415205	Isocortex	MO|ACA|ORB|SS	Isocortex	MO	355	Isocortex	RSP	VGLUT1_VGLUT2
Ex_Fezf2_Hmga2_Ttc6	300-0-0-1-0-1-0-2-0-1-1-1-0	neuron		105	RSP_A_A	31.43%	RSP_M_B_M015	29.52%	181	6	9	4	0	0	1	0	1	0	0	0	0	Isocortex	Isocortex	0.896039603960396	RSP|ACA|MO|SS|PL	RSP	0.480662983425414	Isocortex	MO	Isocortex	MO	202	Isocortex	RSP	VGLUT1_VGLUT2
Ex_Fezf2_Hmga2_Gfra2	300-0-0-1-0-1-0-2-0-1-1-1-1	neuron		83	RSP_A_A	37.35%	RSP_A_B_F017	27.71%																				Isocortex	MO	Isocortex	MO		Isocortex	MO	VGLUT1_VGLUT2
	300-0-0-1-0-1-0-2-0-1-2	neuron	manual	0																															none
Ex_Fezf2_Slc17a8_Rxfp2	300-0-0-1-0-1-0-2-1-0	neuron		4453	AUD_AUD_AUD	17.79%	AUD_AUD_F022	10.82%	983	0	0	0	0	0	0	0	0	0	0	0	0	Isocortex	Isocortex	1	SS|MO|ORB|ACA|AI	SS	0.399796541200407	Isocortex	MO|ORB|SS|ACA	Isocortex	MO	983	Isocortex	SS	VGLUT1_VGLUT3
Ex_Fezf2_Slc17a8_Rxfp1	300-0-0-1-0-1-0-2-1-1	neuron		698	ACA_ACA_ACA	45.42%	ACA_ACA_M016	23.64%	75	0	0	0	0	0	0	0	0	0	0	0	0	Isocortex	Isocortex	1	MO|PL|SS|ORB	MO	0.586666666666667	Isocortex	MO|ORB|SS|ACA	Isocortex	MO	75	Isocortex	MO	VGLUT1_VGLUT2_VGLUT3
	300-0-0-1-0-1-0-2-1-2	neuron	manual	0																															none
	300-0-0-1-0-1-0-2-2-0-0	neuron	manual	0																															none
	300-0-0-1-0-1-0-2-2-0-1	neuron	manual	0																															none
	300-0-0-1-0-1-0-2-2-1	neuron	manual	0																															none
REMOVE	300-0-0-1-0-1-1-0	neuron	manual	0																															none
REMOVE	300-0-0-1-0-1-1-1	neuron	manual	0																															none
Ex_Dsp_Moxd1_1	300-0-0-1-1-0-0-0-0	neuron		18537	HPF_DG2_DG2	16.58%	HPF_DG1_M017	10.07%	0	2	605	0	0	0	9	6	3	0	0	0	0	HPF	HPF	0.968	DG	DG	0.943801652892562	HPF	DG	HPF	DG	625	HPF	DG	VGLUT1
Ex_Dsp_Moxd1_2	300-0-0-1-1-0-0-0-1	neuron		1729	PALm_TRSSF_TRSSF	43.32%	PALm_TRSSF_M016	16.60%	0	0	215	1	1	0	1	1	0	0	0	0	3	HPF	HPF	0.968468468468468	DG	DG	0.976744186046512	HPF	DG	HPF	DG	222	HPF	DG	VGLUT1
Ex_Dsp_Moxd1_3	300-0-0-1-1-0-0-1-0	neuron		5029	HPF_DG1_DG1	21.10%	HPF_DG2_F014	13.82%	0	3	92	0	1	0	1	3	1	0	0	0	7	HPF	HPF	0.851851851851852	DG	DG	0.934782608695652	HPF	DG	HPF	DG	108	HPF	DG	VGLUT1
Ex_Dsp_Moxd1_4	300-0-0-1-1-0-0-1-1	neuron		2062	HPF_DG1_DG1	21.48%	HPF_DG2_F014	13.92%	0	0	32	0	0	0	0	0	0	0	0	0	1	HPF	HPF	0.96969696969697	DG	DG	1	HPF	DG	HPF	DG	33	HPF	DG	VGLUT1
REMOVE	300-0-0-1-1-0-0-1-2	REMOVE	manual	0																															none
REMOVE	300-0-0-1-1-0-0-2-0	Mito	manual	0																															none
DOUBLET	300-0-0-1-1-0-0-2-1	DOUBLET	manual	0																															none
DOUBLET	300-0-0-1-1-0-0-3	DOUBLET	manual	0																															none
Ex_Dsp_Gsg1l	300-0-0-1-1-0-1	neuron		22319	HPF_DG2_DG2	19.62%	HPF_DG2_F014	12.52%	0	3	975	4	0	0	4	4	3	0	0	0	0	HPF	HPF	0.981873111782477	DG	DG	0.953846153846154	HPF	DG	HPF	DG	993	HPF	DG	VGLUT1
Ex_Crlf1_Ntn5_1	300-0-0-1-1-1-0-0	neuron		11255	ENT_ENT_ENT	37.79%	ENT_ENT_A_M015	15.90%	78	25	2264	10	4	0	0	3	6	0	0	0	19	HPF	HPF	0.939809049398091	DG|CA3	DG	0.807862190812721	HPF	DG	HPF	DG	2409	HPF	DG	VGLUT1
	300-0-0-1-1-1-0-1	neuron	manual	0																															none
Ex_Crlf1_Ntn5_2	300-0-0-1-1-1-1-0-0	neuron		1812	AMY_AMY_AMY	70.09%	AMY_AMY_F015	69.92%	26	6	8	0	0	0	1	3	5	0	0	0	0	Isocortex|HPF|OLF|MB	Isocortex	0.530612244897959	RSP|VIS|AUD|ECT|PL|TEa|ILA	RSP	0.192307692307692	HPF		HPF		49	Isocortex	RSP	VGLUT1
DOUBLET	300-0-0-1-1-1-1-0-1-0	neuron	manual	0																															none
DOUBLET	300-0-0-1-1-1-1-0-1-1-0	neuron	manual	0																															none
DOUBLET	300-0-0-1-1-1-1-0-1-1-1	neuron	manual	0																															none
DOUBLET	300-0-0-1-1-1-1-1-0	neuron	manual	0																															none
DOUBLET	300-0-0-1-1-1-1-1-1	neuron	manual	0																															none
REMOVE	300-0-0-1-1-1-2-0	neuron	manual	0																															none
REMOVE	300-0-0-1-1-1-2-1	DOUBLET	manual	0																															none
REMOVE	300-0-0-1-1-2-0-0-0-0	neuron	manual	0																															none
NG_Draxin_1	300-0-0-1-1-2-0-0-0-1	NG		648	HPF_DG1_DG1	18.52%	HPF_DG1_M017	11.11%	0	0	60	0	0	0	0	0	0	0	0	0	1	HPF	HPF	0.983606557377049	DG	DG	0.95	HPF	DG	HPF	DG	61	HPF	DG	none
REMOVE	300-0-0-1-1-2-0-0-0-2	NG	manual	0																															none
NG_Draxin_2	300-0-0-1-1-2-0-0-1	NG		463	HPF_DG1_DG1	18.36%	HPF_DG3_F014	11.45%	0	0	1	0	0	0	0	0	0	0	0	0	0	HPF	HPF	1	DG	DG	1	HPF	DG	HPF	DG	1	HPF	DG	none
NG_Draxin_3	300-0-0-1-1-2-0-0-2	NG		349	ENT_ENT_ENT	33.52%	ENT_ENT_A_M015	13.18%	68	28	43	11	2	0	0	2	2	1	0	0	3	Isocortex|HPF|OLF	Isocortex	0.425	MO|SS|ORB|PL|RSP|ACA	MO	0.25	HPF	DG	HPF	DG	160	Isocortex	MO	none
NG_Draxin_4	300-0-0-1-1-2-0-1	NG		415	HPF_DG1_DG1	16.39%	HPF_DG3_M017	9.64%	0	0	1	0	0	0	0	0	0	0	0	0	0	HPF	HPF	1	DG	DG	1	HPF	DG	HPF	DG	1	HPF	DG	none
NG_Draxin_5	300-0-0-1-1-2-1-0-0	NG		308	HPF_DG1_DG1	16.88%	HPF_DG2_M017	11.04%																				HPF	DG	HPF	DG		HPF	DG	none
NG_Draxin_6	300-0-0-1-1-2-1-0-1-0-0	NG		161	HPF_DG1_DG1	17.39%	HPF_DG1_M017	11.18%	0	0	3	0	0	0	0	0	0	0	0	0	0	HPF	HPF	1	DG|CA1	DG	0.666666666666667	HPF	DG	HPF	DG	3	HPF	DG	none
NG_Draxin_7	300-0-0-1-1-2-1-0-1-0-1	NG		32	HPF_DG2_DG2	25.00%	HPF_DG1_F014	12.50%																				HPF		HPF			HPF		none
NG_Draxin_8	300-0-0-1-1-2-1-0-1-1	NG		67	HPF_DG2_DG2	22.39%	HPF_CA1_M017	20.90%																											none
REMOVE	300-0-0-1-1-2-1-1	DOUBLET	manual	0																															none
	300-0-0-1-1-3-0-0-0	DOUBLET	manual	0																															none
	300-0-0-1-1-3-0-0-1	DOUBLET	manual	0																															none
	300-0-0-1-1-3-0-1	DOUBLET	manual	0																															none
	300-0-0-1-1-3-0-2	DOUBLET	manual	0																															none
	300-0-0-1-1-3-0-3	DOUBLET	manual	0																															none
	300-0-0-1-1-3-1-0-0	DOUBLET	manual	0																															none
	300-0-0-1-1-3-1-0-1	DOUBLET	manual	0																															none
	300-0-0-1-1-3-1-1	DOUBLET	manual	0																															none
Ex_Dsp_Atf3_1	300-0-0-1-1-4-0	neuron		359	HPF_DG3_DG3	22.01%	HPF_DG2_F014	11.70%	0	0	64	0	0	0	0	0	0	0	0	0	0	HPF	HPF	1	DG	DG	0.921875	HPF	DG	HPF	DG	64	HPF	DG	VGLUT1
Ex_Dsp_Atf3_2	300-0-0-1-1-4-1-0	neuron		98	HPF_DG2_DG2	21.43%	HPF_DG2_F014	15.31%																				HPF	DG	HPF	DG		HPF	DG	VGLUT1
Ex_Dsp_Atf3_3	300-0-0-1-1-4-1-1	neuron		42	HPF_CA1_CA1	21.43%	HPF_CA1_M017	16.67%																				HPF	DG	HPF	DG		HPF	DG	VGLUT1
Inh_Vip_Grpr	300-0-0-1-2-0-0-0	neuron		12648	ENT_ENT_ENT	15.24%	AUD_AUD_F022	7.00%	3491	409	765	120	46	25	42	40	40	5	0	1	27	Isocortex|HPF	Isocortex	0.696667331869886	SS|MO|ORB|ACA|RSP|VIS|AI	SS	0.262389000286451	Isocortex		Isocortex		5011	Isocortex	SS	GABA
Inh_Vip_Glp1r_Kcnh5	300-0-0-1-2-0-0-1-0-0-0	neuron		651	AUD_AUD_AUD	16.44%	AUD_AUD_F022	12.75%	81	2	1	1	0	0	0	1	10	1	0	0	0	Isocortex|MB	Isocortex	0.835051546391753	SS|MO|RSP|VIS|ORB	SS	0.308641975308642	Isocortex		Isocortex		97	Isocortex	SS	GABA
Inh_Vip_Glp1r_Egfr	300-0-0-1-2-0-0-1-0-0-1	neuron		123	AUD_AUD_AUD	16.26%	AUD_AUD_F022	13.82%	52	2	1	0	0	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.945454545454546	SS|MO|ORB|AUD	SS	0.384615384615385	Isocortex	MO|ORB|SS	Isocortex	MO	55	Isocortex	SS	GABA
Inh_Vip_Crh_1	300-0-0-1-2-0-0-1-0-1-0	neuron		515	AUD_AUD_AUD	10.87%	AUD_AUD_F022	7.57%	88	0	1	0	0	0	0	0	0	0	0	0	0	Isocortex	Isocortex	0.98876404494382	SS|MO|ACA|AUD|ORB	SS	0.420454545454546	Isocortex	MO|SS	Isocortex	MO	89	Isocortex	SS	GABA
Inh_Vip_Crh_2	300-0-0-1-2-0-0-1-0-1-1	neuron		265	ENT_ENT_ENT	9.81%	HPF_CA2_F014	7.17%	23	1	113	3	1	0	0	0	1	0	0	0	1	HPF|Isocortex	HPF	0.79020979020979	CA1|CA3|DG|PAR|POST	CA1	0.407079646017699	Isocortex	MO|SS	Isocortex	MO	143	HPF	CA1	GABA
Inh_Htr3a_Nr2e1_1	300-0-0-1-2-0-0-1-1-0-0-0	neuron		275	AMY_AMY_AMY	36.36%	AMY_AMY_F015	20.00%	6	11	5	12	1	2	0	2	0	0	0	0	0	CTXsp|OLF|Isocortex|HPF	CTXsp	0.307692307692308	BLA|PA|BMA|EP	BLA	0.416666666666667	CTXsp|OLF		CTXsp		39	CTXsp	BLA	GABA
Inh_Htr3a_Nr2e1_2	300-0-0-1-2-0-0-1-1-0-0-1	neuron		167	AMY_AMY_AMY	46.11%	AMY_AMY_F015	37.13%	0	2	0	5	0	0	0	0	0	0	0	0	0	CTXsp|OLF	CTXsp	0.714285714285714	BLA|PA	BLA	0.6	HPF|Isocortex		HPF		7	CTXsp	BLA	GABA
Inh_Htr3a_Tcim_1	300-0-0-1-2-0-0-1-1-0-1-0	neuron		110	AMY_AMY_AMY	72.73%	AMY_AMY_M022	47.27%	1	22	0	1	2	0	0	0	1	0	0	0	0	OLF|STR	OLF	0.814814814814815	COA|PIR|TR|PAA	COA	0.454545454545455	OLF|CTXsp		OLF		27	OLF	COA	GABA
Inh_Htr3a_Tcim_2	300-0-0-1-2-0-0-1-1-0-1-1	neuron		73	AMY_AMY_AMY	41.10%	AMY_AMY_M022	24.66%																				OLF|CTXsp		OLF			OLF		GABA
Inh_Htr3a_Cxcl14_1	300-0-0-1-2-0-0-1-1-1-0	neuron		204	AMY_AMY_AMY	44.61%	AMY_AMY_F015	25.98%	31	18	11	10	6	2	1	2	0	0	0	0	1	Isocortex|OLF|HPF|CTXsp	Isocortex	0.378048780487805	MO|PL|AI|ACA|SS|VIS	MO	0.193548387096774	Isocortex		Isocortex		82	Isocortex	MO	GABA
